confVictoRatioTeam1_10,confVictoRatioTeam2_10,confTieRatio_10,confVictoRatioTeam1_5,confVictoRatioTeam2_5,confTieRatio_5,confVictoRatioTeam1_2,confVictoRatioTeam2_2,confTieRatio_2,indVictoRatioTeam1_5,indLooseRatioTeam1_5,indTieRatio1_5,indVictoRatioTeam1_10,indLooseRatioTeam1_10,indTieRatio1_10,indVictoRatioTeam2_5,indLooseRatioTeam2_5,indTieRatio2_5,indVictoRatioTeam2_10,indLooseRatioTeam2_10,indTieRatio2_10,game.Result
0.2,0.5,0.3,0,0.8,0.2,0,1,0,0,0.8,0.2,0.2,0.6,0.2,0.2,0.2,0.6,0.2,0.3,0.5,T2
0.4,0.3,0.3,0.4,0.2,0.4,1,0,0,0,0.6,0.4,0.3,0.4,0.3,0.4,0.2,0.4,0.3,0.3,0.4,Tie
0.4,0.4,0.2,0.2,0.6,0.2,0,1,0,0.4,0,0.6,0.4,0.2,0.4,0.2,0.6,0.2,0.3,0.5,0.2,T1
0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0,1,0,0.6,0.4,0.1,0.6,0.3,0.4,0.4,0.2,0.4,0.4,0.2,T1
0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.5,0,0.2,0,0.8,0.2,0.3,0.5,0,0.6,0.4,0.1,0.6,0.3,T1
0.1,0.4,0.5,0,0.4,0.6,0,0,1,0.4,0,0.6,0.3,0.3,0.4,0.6,0.2,0.2,0.5,0.2,0.3,T1
0.3,0.5,0.2,0.2,0.6,0.2,0,1,0,0.2,0.6,0.2,0.2,0.6,0.2,0.8,0,0.2,0.6,0,0.4,Tie
0.2,0.8,0,0.2,0.8,0,0.5,0.5,0,0.4,0.2,0.4,0.5,0.2,0.3,0.8,0.2,0,0.9,0.1,0,Tie
0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.5,0,0.6,0.2,0.2,0.5,0.2,0.3,0.4,0.4,0.2,0.2,0.6,0.2,T1
0.2,0.3,0.5,0.2,0.4,0.4,0.5,0.5,0,0.6,0,0.4,0.5,0,0.5,0.2,0,0.8,0.3,0.2,0.5,T1
0.222222222222222,0.555555555555556,0.222222222222222,0.4,0.4,0.2,0.5,0.5,0,0.2,0.4,0.4,0.1,0.6,0.3,0.6,0.2,0.2,0.7,0.2,0.1,T2
0.4,0.4,0.2,0.4,0.4,0.2,0,0.5,0.5,0.4,0.2,0.4,0.3,0.4,0.3,0.2,0.2,0.6,0.2,0.4,0.4,Tie
0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.5,0.5,0,0,0.6,0.4,0.2,0.5,0.3,0,0.6,0.4,0.2,0.5,0.3,T1
0.4,0.2,0.4,0.2,0.2,0.6,0,0.5,0.5,0.2,0.4,0.4,0.2,0.3,0.5,0,0.4,0.6,0.4,0.3,0.3,T1
0,0,1,0,0,1,0,0,1,0,1,0,0.3,0.7,0,0,0.8,0.2,0.2,0.6,0.2,T1
0.2,0.6,0.2,0.2,0.6,0.2,0,1,0,0.4,0.2,0.4,0.4,0.3,0.3,0.4,0,0.6,0.4,0.2,0.4,T2
0.2,0.4,0.4,0.4,0.2,0.4,0.5,0.5,0,0.6,0.2,0.2,0.3,0.3,0.4,0.4,0.2,0.4,0.3,0.3,0.4,Tie
0.3,0.4,0.3,0.4,0.4,0.2,0,0.5,0.5,0.2,0.4,0.4,0.4,0.4,0.2,0.6,0.4,0,0.6,0.2,0.2,Tie
0.6,0.2,0.2,0.6,0.2,0.2,0.5,0.5,0,0.8,0.2,0,0.8,0.1,0.1,0.4,0.2,0.4,0.4,0.2,0.4,T1
0.4,0.2,0.4,0.6,0.2,0.2,0.5,0.5,0,0.6,0.2,0.2,0.6,0.2,0.2,0.2,0.4,0.4,0.2,0.5,0.3,T1
0.4,0.4,0.2,0.4,0.4,0.2,0,0.5,0.5,0.2,0.6,0.2,0.3,0.5,0.2,0.4,0.2,0.4,0.2,0.4,0.4,T2
0.666666666666667,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.5,0.5,0,0,0.4,0.6,0.3,0.4,0.3,0.4,0.2,0.4,0.4,0.3,0.3,T2
0.4,0.4,0.2,0.6,0.4,0,0.5,0.5,0,0.2,0.4,0.4,0.2,0.5,0.3,0.2,0.4,0.4,0.2,0.3,0.5,Tie
0.555555555555556,0.222222222222222,0.222222222222222,0.8,0,0.2,1,0,0,0,0,1,0.2,0.3,0.5,0.2,0.8,0,0.3,0.7,0,T1
0.222222222222222,0.333333333333333,0.444444444444444,0.4,0.2,0.4,0.5,0,0.5,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.4,0.4,0.2,0.5,0.3,T1
0.5,0.4,0.1,0.4,0.4,0.2,0,0.5,0.5,0.4,0.2,0.4,0.4,0.3,0.3,0.6,0,0.4,0.6,0,0.4,Tie
0.2,0.4,0.4,0.4,0.2,0.4,0,0.5,0.5,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.2,0.3,0.5,0.2,Tie
0.333333333333333,0.444444444444444,0.222222222222222,0,0.6,0.4,0,0.5,0.5,0.2,0.2,0.6,0.1,0.5,0.4,0.2,0.8,0,0.3,0.7,0,T1
0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.5,0.5,0,0.6,0.4,0.3,0.5,0.2,0.4,0.4,0.2,0.5,0.2,0.3,Tie
0.1,0.5,0.4,0,0.8,0.2,0,1,0,0.6,0.4,0,0.5,0.3,0.2,1,0,0,0.9,0,0.1,T1
0.6,0.2,0.2,0.8,0,0.2,1,0,0,0.6,0,0.4,0.5,0.1,0.4,0.4,0.4,0.2,0.3,0.5,0.2,T1
0.3,0.7,0,0.2,0.8,0,0,1,0,0.2,0.4,0.4,0.4,0.3,0.3,0.4,0.2,0.4,0.4,0.3,0.3,T1
0.5,0.5,0,0.4,0.6,0,0,1,0,0.4,0.4,0.2,0.4,0.4,0.2,0.6,0.2,0.2,0.5,0.2,0.3,T2
0.5,0.3,0.2,0.2,0.4,0.4,0,0.5,0.5,0.4,0.2,0.4,0.3,0.4,0.3,0.2,0.4,0.4,0.1,0.5,0.4,T2
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.5,0.5,0.4,0.2,0.4,0.3,0.2,0.5,0.2,0.6,0.2,0.2,0.6,0.2,T1
0.2,0.4,0.4,0.2,0.4,0.4,0.5,0.5,0,0.2,0.4,0.4,0.2,0.5,0.3,0,0.2,0.8,0.2,0.4,0.4,Tie
0.3,0.6,0.1,0.4,0.6,0,0,1,0,0.2,0.4,0.4,0.3,0.2,0.5,0.2,0.4,0.4,0.3,0.3,0.4,T2
0.3,0.5,0.2,0.6,0.2,0.2,1,0,0,0.6,0.4,0,0.5,0.3,0.2,0.4,0.4,0.2,0.3,0.5,0.2,Tie
0.3,0.4,0.3,0.2,0.6,0.2,0,0.5,0.5,0.4,0.4,0.2,0.3,0.5,0.2,0.4,0.4,0.2,0.5,0.3,0.2,T2
0.3,0.3,0.4,0.4,0.4,0.2,0.5,0.5,0,0.4,0.4,0.2,0.5,0.2,0.3,0.2,0.2,0.6,0.1,0.4,0.5,T1
0.666666666666667,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.5,0.5,0,1,0,0,0.8,0,0.2,0.2,0.4,0.4,0.3,0.4,0.3,T1
0.1,0.5,0.4,0.2,0.6,0.2,0.5,0.5,0,0.6,0,0.4,0.4,0.2,0.4,0.6,0,0.4,0.4,0.1,0.5,T2
0.4,0.4,0.2,0.4,0.4,0.2,1,0,0,0.2,0.4,0.4,0.1,0.5,0.4,0.6,0.2,0.2,0.3,0.3,0.4,Tie
0.285714285714286,0.428571428571429,0.285714285714286,0.4,0.4,0.2,0.5,0,0.5,0.4,0.6,0,0.3,0.6,0.1,0,0.4,0.6,0.3,0.2,0.5,T2
0.5,0.2,0.3,0.6,0.2,0.2,0.5,0,0.5,0,0.4,0.6,0.3,0.4,0.3,0.4,0.6,0,0.4,0.4,0.2,Tie
0.3,0.3,0.4,0.2,0.2,0.6,0,0,1,0.2,0.6,0.2,0.3,0.6,0.1,0.4,0.4,0.2,0.4,0.3,0.3,Tie
0.4,0.4,0.2,0.6,0.2,0.2,0.5,0,0.5,0,0.6,0.4,0.3,0.3,0.4,0.2,0.4,0.4,0.2,0.4,0.4,T1
0.5,0.4,0.1,0.6,0.2,0.2,0.5,0.5,0,0.4,0.6,0,0.3,0.4,0.3,0.2,0.6,0.2,0.4,0.5,0.1,T1
0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.6,0.2,0,0.5,0.5,0.4,0,0.6,0.3,0.2,0.5,0.6,0.4,0,0.3,0.6,0.1,T1
0.6,0.1,0.3,0.8,0,0.2,0.5,0,0.5,0.4,0.2,0.4,0.6,0.2,0.2,0.6,0.4,0,0.5,0.3,0.2,T2
0.3,0.6,0.1,0.4,0.4,0.2,0.5,0.5,0,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.3,0.4,0.3,Tie
0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.666666666666667,0.5,0,0.5,0.2,0.6,0.2,0.3,0.5,0.2,0.2,0.6,0.2,0.2,0.5,0.3,Tie
0.3,0.5,0.2,0.4,0.4,0.2,0.5,0.5,0,0.2,0.4,0.4,0.1,0.5,0.4,0.2,0.4,0.4,0.3,0.5,0.2,Tie
0.555555555555556,0.111111111111111,0.333333333333333,0.4,0.2,0.4,0.5,0,0.5,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.2,0.3,0.5,0.2,Tie
0,0,1,0,0,1,0,0,1,0.4,0.4,0.2,0.2,0.3,0.5,0.6,0.2,0.2,0.6,0.1,0.3,T1
0.4,0.5,0.1,0.4,0.4,0.2,0,0.5,0.5,0.2,0.6,0.2,0.2,0.5,0.3,0.6,0.2,0.2,0.4,0.3,0.3,Tie
0.3,0.5,0.2,0.2,0.6,0.2,0,1,0,0.4,0.4,0.2,0.4,0.4,0.2,1,0,0,0.8,0,0.2,T2
0.4,0.4,0.2,0.4,0.4,0.2,0.5,0,0.5,0.4,0.4,0.2,0.4,0.3,0.3,0.6,0.2,0.2,0.4,0.4,0.2,T1
0.444444444444444,0.444444444444444,0.111111111111111,0.6,0.2,0.2,0.5,0.5,0,0.6,0.4,0,0.3,0.5,0.2,0.4,0.2,0.4,0.6,0.2,0.2,T2
0.3,0.6,0.1,0.2,0.8,0,0.5,0.5,0,0.8,0.2,0,0.6,0.1,0.3,0.4,0,0.6,0.3,0.3,0.4,Tie
0.5,0.1,0.4,0.4,0.2,0.4,0,0,1,0.2,0.4,0.4,0.4,0.3,0.3,0.2,0.6,0.2,0.2,0.4,0.4,T2
0.4,0.4,0.2,0.4,0.4,0.2,0.5,0,0.5,0.4,0.4,0.2,0.4,0.4,0.2,0,0.8,0.2,0.1,0.6,0.3,T2
0.4,0.4,0.2,0.4,0.4,0.2,0,0.5,0.5,0.8,0.2,0,0.5,0.3,0.2,0.4,0.4,0.2,0.2,0.4,0.4,Tie
0.4,0.5,0.1,0.4,0.4,0.2,0.5,0,0.5,0,0.4,0.6,0.1,0.5,0.4,0.2,0.2,0.6,0.4,0.1,0.5,T1
0.5,0.3,0.2,0.4,0.4,0.2,1,0,0,0.4,0.4,0.2,0.3,0.6,0.1,0.4,0.4,0.2,0.4,0.4,0.2,Tie
0.666666666666667,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.5,0.5,0,0,0.8,0.2,0.3,0.6,0.1,0.4,0.4,0.2,0.4,0.4,0.2,T1
0.2,0.4,0.4,0.2,0.6,0.2,0,1,0,0.2,0.6,0.2,0.2,0.5,0.3,1,0,0,0.8,0,0.2,T2
0.3,0.5,0.2,0.4,0.4,0.2,0,1,0,0.2,0.2,0.6,0.4,0.1,0.5,0.4,0.6,0,0.3,0.6,0.1,Tie
0.5,0.2,0.3,0.4,0.2,0.4,0.5,0.5,0,0.6,0,0.4,0.6,0.1,0.3,0.6,0.2,0.2,0.5,0.2,0.3,T2
0.5,0.1,0.4,0.4,0.2,0.4,0,0,1,0.8,0,0.2,0.7,0,0.3,0.4,0.2,0.4,0.5,0.2,0.3,T1
0.6,0.1,0.3,0.6,0,0.4,1,0,0,0.6,0,0.4,0.3,0.3,0.4,0,0.6,0.4,0.1,0.6,0.3,Tie
0.4,0.3,0.3,0.2,0.4,0.4,0.5,0.5,0,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.2,0.4,0.4,T1
0.5,0.3,0.2,0.4,0.4,0.2,1,0,0,0.2,0.6,0.2,0.2,0.4,0.4,0.6,0.4,0,0.4,0.3,0.3,T2
0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.4,0.4,0.5,0.5,0,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.3,0.5,0.2,T1
0.8,0.2,0,0.8,0.2,0,1,0,0,0.4,0.2,0.4,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.2,T2
0,0.8,0.2,0,0.8,0.2,0,0.5,0.5,0.2,0.6,0.2,0.1,0.6,0.3,0.4,0.6,0,0.2,0.5,0.3,T2
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0.5,0.6,0.4,0,0.5,0.4,0.1,0.4,0.4,0.2,0.4,0.3,0.3,Tie
0.5,0.4,0.1,0.4,0.4,0.2,0.5,0,0.5,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0,0.6,0.4,0.1,0.5,T1
0.7,0.2,0.1,0.6,0.4,0,0.5,0.5,0,0,0.6,0.4,0.2,0.4,0.4,0.6,0,0.4,0.6,0.1,0.3,T1
0.5,0.2,0.3,0.4,0.4,0.2,0,0.5,0.5,0.4,0.6,0,0.4,0.5,0.1,0.4,0.2,0.4,0.5,0.1,0.4,T2
0.1,0.7,0.2,0,1,0,0,1,0,0.2,0.6,0.2,0.3,0.5,0.2,0.8,0,0.2,0.7,0,0.3,T2
0.4,0.3,0.3,0.4,0.2,0.4,0.5,0,0.5,0.2,0.6,0.2,0.3,0.5,0.2,0.4,0.4,0.2,0.2,0.4,0.4,T1
0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.666666666666667,0.5,0,0.5,0.4,0.4,0.2,0.4,0.3,0.3,0.6,0.4,0,0.5,0.3,0.2,T1
0.555555555555556,0.222222222222222,0.222222222222222,0.4,0.2,0.4,1,0,0,0,0.8,0.2,0.1,0.7,0.2,0.2,0.6,0.2,0.1,0.7,0.2,Tie
0.4,0.4,0.2,0.4,0.4,0.2,0,0.5,0.5,0.4,0.2,0.4,0.5,0.2,0.3,0.6,0.2,0.2,0.4,0.4,0.2,T1
1,0,0,1,0,0,1,0,0,0.4,0.6,0,0.2,0.5,0.3,0.2,0.2,0.6,0.1,0.5,0.4,T2
0.6,0.2,0.2,0.4,0.2,0.4,0.5,0.5,0,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.6,0.2,0.4,0.4,0.2,T2
0.1,0.7,0.2,0,1,0,0,1,0,0.2,0.4,0.4,0.1,0.7,0.2,0.2,0.2,0.6,0.2,0.4,0.4,T2
0.7,0.3,0,0.6,0.4,0,0.5,0.5,0,0.6,0.2,0.2,0.6,0.1,0.3,0.6,0,0.4,0.4,0.1,0.5,Tie
0.4,0.5,0.1,0.6,0.2,0.2,1,0,0,0.6,0,0.4,0.7,0,0.3,0.6,0,0.4,0.4,0.2,0.4,T1
0.5,0.2,0.3,0.6,0.2,0.2,0,0.5,0.5,0.4,0.2,0.4,0.6,0.1,0.3,0.6,0,0.4,0.6,0.1,0.3,T1
0.1,0.6,0.3,0,0.6,0.4,0,0.5,0.5,0.4,0.2,0.4,0.3,0.5,0.2,0.6,0.4,0,0.5,0.4,0.1,T1
0.444444444444444,0.333333333333333,0.222222222222222,0.4,0.4,0.2,0.5,0.5,0,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.6,0.2,0.1,0.5,0.4,T2
0,0.666666666666667,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.5,0.5,0.4,0.4,0.2,0.5,0.3,0.2,0.2,0.6,0.2,0.3,0.4,0.3,T1
0.5,0.2,0.3,0.4,0.2,0.4,0.5,0.5,0,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.3,0.3,0.4,T2
0.285714285714286,0.571428571428571,0.142857142857143,0.2,0.6,0.2,0.5,0.5,0,0,0.6,0.4,0.3,0.4,0.3,0.4,0.6,0,0.3,0.6,0.1,Tie
0,1,0,0,1,0,0,1,0,0,0.4,0.6,0,0.5,0.5,0,0.6,0.4,0.2,0.6,0.2,T1
0.5,0.2,0.3,0.4,0,0.6,0,0,1,0.4,0.6,0,0.5,0.4,0.1,0.2,0.4,0.4,0.4,0.3,0.3,T1
0.2,0.8,0,0,1,0,0,1,0,0.2,0.4,0.4,0.3,0.2,0.5,0.6,0,0.4,0.6,0.1,0.3,T2
0.4,0.4,0.2,0.2,0.4,0.4,0.5,0,0.5,0,0.6,0.4,0.3,0.5,0.2,0.2,0.2,0.6,0.2,0.4,0.4,T2
0.4,0.2,0.4,0.4,0.2,0.4,0.5,0,0.5,0.2,0.4,0.4,0.3,0.4,0.3,0.8,0.2,0,0.6,0.1,0.3,Tie
0.6,0.2,0.2,0.6,0.4,0,1,0,0,0.4,0.2,0.4,0.3,0.3,0.4,0.2,0.4,0.4,0.5,0.2,0.3,T1
0.3,0.2,0.5,0.4,0.2,0.4,0,0.5,0.5,0.2,0.6,0.2,0.3,0.5,0.2,0.4,0.4,0.2,0.3,0.6,0.1,Tie
0.444444444444444,0.222222222222222,0.333333333333333,0.6,0.2,0.2,0,0.5,0.5,0.6,0,0.4,0.3,0.2,0.5,0.2,0.4,0.4,0.1,0.6,0.3,T1
0,0.8,0.2,0,0.8,0.2,0,1,0,0,0.8,0.2,0,0.6,0.4,0.4,0.4,0.2,0.4,0.4,0.2,T1
0.4,0,0.6,0.4,0,0.6,0.5,0,0.5,0.2,0.8,0,0.5,0.4,0.1,0,0.2,0.8,0.1,0.4,0.5,T1
0.111111111111111,0.555555555555556,0.333333333333333,0,0.8,0.2,0,0.5,0.5,0.6,0.4,0,0.3,0.5,0.2,0.4,0.2,0.4,0.5,0.2,0.3,T2
0,0,1,0,0,1,0,0,1,0.6,0,0.4,0.6,0.1,0.3,0.4,0.4,0.2,0.6,0.2,0.2,T1
0.5,0.2,0.3,0.2,0.4,0.4,0,1,0,0.8,0.2,0,0.5,0.2,0.3,0.2,0.4,0.4,0.1,0.6,0.3,T1
0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5,0,0,0.4,0.6,0.1,0.5,0.4,0.2,0.6,0.2,0.4,0.4,0.2,Tie
0.1,0.5,0.4,0.2,0.4,0.4,0.5,0.5,0,0.4,0.2,0.4,0.6,0.2,0.2,0.6,0.2,0.2,0.4,0.3,0.3,Tie
0.2,0.5,0.3,0,0.8,0.2,0,1,0,0.6,0.4,0,0.4,0.4,0.2,0.4,0,0.6,0.6,0.1,0.3,T2
0.428571428571429,0.285714285714286,0.285714285714286,0.4,0.4,0.2,0.5,0.5,0,0.2,0.6,0.2,0.2,0.7,0.1,0,0.6,0.4,0.1,0.5,0.4,T1
0.4,0.5,0.1,0.2,0.6,0.2,0,0.5,0.5,0.2,0.2,0.6,0.2,0.5,0.3,0.6,0,0.4,0.3,0.3,0.4,Tie
0,0,1,0,0,1,0,0,1,0.4,0.4,0.2,0.5,0.3,0.2,0.2,0.6,0.2,0.5,0.3,0.2,T1
0.2,0.4,0.4,0.2,0.6,0.2,0,1,0,0.4,0.4,0.2,0.4,0.5,0.1,0.2,0.6,0.2,0.3,0.6,0.1,Tie
0.3,0.2,0.5,0.4,0.2,0.4,0.5,0.5,0,0.2,0.2,0.6,0.6,0.1,0.3,0.2,0.4,0.4,0.3,0.2,0.5,T2
0.7,0.1,0.2,0.8,0,0.2,0.5,0,0.5,0.6,0,0.4,0.6,0.1,0.3,0.4,0.4,0.2,0.3,0.5,0.2,T1
0.1,0.6,0.3,0.2,0.4,0.4,0,0.5,0.5,0.2,0.2,0.6,0.3,0.2,0.5,0.4,0.4,0.2,0.3,0.4,0.3,T2
0.1,0.8,0.1,0.2,0.8,0,0,1,0,0.2,0.6,0.2,0.3,0.6,0.1,0.6,0.2,0.2,0.4,0.2,0.4,T2
0.3,0.2,0.5,0.4,0,0.6,0,0,1,0.4,0.2,0.4,0.7,0.1,0.2,0.6,0,0.4,0.7,0.1,0.2,Tie
0.6,0.2,0.2,0.8,0,0.2,0.5,0,0.5,0.4,0.2,0.4,0.4,0.3,0.3,0.4,0.4,0.2,0.4,0.3,0.3,T1
0.4,0.4,0.2,0.2,0.6,0.2,0,1,0,0.4,0.4,0.2,0.2,0.5,0.3,0.6,0.2,0.2,0.4,0.5,0.1,T1
0.2,0.4,0.4,0.2,0.4,0.4,0.5,0,0.5,0.6,0,0.4,0.3,0.3,0.4,0,0.6,0.4,0.1,0.6,0.3,Tie
0.5,0.1,0.4,0.4,0,0.6,0.5,0,0.5,0,0.6,0.4,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.6,0.2,T1
0,0,1,0,0,1,0,0,1,0,0.4,0.6,0.1,0.4,0.5,0.4,0.4,0.2,0.4,0.4,0.2,T2
0.1,0.7,0.2,0.2,0.6,0.2,0,0.5,0.5,0,0.6,0.4,0,0.7,0.3,0.2,0.2,0.6,0.2,0.4,0.4,T1
0.4,0.3,0.3,0.4,0.2,0.4,0.5,0,0.5,0.4,0.2,0.4,0.3,0.2,0.5,0.6,0.2,0.2,0.7,0.2,0.1,Tie
0.2,0.2,0.6,0.4,0.2,0.4,1,0,0,0.6,0.2,0.2,0.3,0.6,0.1,0.2,0.4,0.4,0.4,0.3,0.3,T1
0.1,0.3,0.6,0.2,0.4,0.4,0,0.5,0.5,0,0.4,0.6,0.1,0.5,0.4,0.6,0,0.4,0.5,0.1,0.4,T1
0.3,0.1,0.6,0.4,0.2,0.4,0.5,0,0.5,0.4,0.2,0.4,0.5,0.3,0.2,0.4,0.2,0.4,0.3,0.3,0.4,Tie
0.2,0.5,0.3,0.2,0.6,0.2,0,1,0,0.4,0.2,0.4,0.6,0.1,0.3,0.6,0.2,0.2,0.7,0.1,0.2,Tie
0.5,0.2,0.3,0.8,0,0.2,0.5,0,0.5,0.6,0.2,0.2,0.6,0.3,0.1,0.4,0.4,0.2,0.2,0.4,0.4,T1
0.4,0.4,0.2,0.4,0.4,0.2,0.5,0.5,0,0.2,0.6,0.2,0.1,0.7,0.2,0.2,0.6,0.2,0.4,0.5,0.1,T1
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.5,0.5,0.4,0.2,0.4,0.4,0.3,0.3,0.4,0.2,0.4,0.2,0.3,0.5,T2
0.4,0.2,0.4,0.4,0.2,0.4,0.5,0,0.5,0,0.8,0.2,0.1,0.6,0.3,0,0.8,0.2,0,0.7,0.3,Tie
0.333333333333333,0.555555555555556,0.111111111111111,0.2,0.6,0.2,0,0.5,0.5,0.2,0.6,0.2,0.3,0.4,0.3,0,0.4,0.6,0.1,0.3,0.6,T1
0.3,0.4,0.3,0.4,0,0.6,1,0,0,0.6,0,0.4,0.7,0.1,0.2,0.4,0.4,0.2,0.5,0.3,0.2,T1
